# GENERATED by build/derive-ipa.py --enc 101 --syllables 0 (CMUdict, General American).
# grapheme = euspelling; ipa = headword pronunciation; gloss = headword.
grapheme,ipa,gloss
qhoppy,ˈtʃɑpiː,choppy
qhopstick,ˈtʃɑpˌstɪk,chopstick
qhopsticks,ˈtʃɑpˌstɪks,chopsticks
qhortle,ˈtʃɔɹtəl,chortle
qhortled,ˈtʃɔɹtəld,chortled
qhortling,ˈtʃɔɹtəlɪŋ,chortling
qhosen,ˈtʃoʊzən,chosen
qhubby,ˈtʃʌbiː,chubby
qhuckie,ˈtʃʌkiː,chuckie
qhucking,ˈtʃʌkɪŋ,chucking
qhuckle,ˈtʃʌkəl,chuckle
qhuckled,ˈtʃʌkəld,chuckled
qhuckling,ˈtʃʌklɪŋ,chuckling
qhugging,ˈtʃʌɡɪŋ,chugging
qhula,ˈtʃuːlə,chula
qhummy,ˈtʃʌmiː,chummy
qhunky,ˈtʃʌŋkiː,chunky
qhunnel,ˈtʃʌnəl,chunnel
qhurlish,ˈtʃɜɹlɪʃ,churlish
qhurning,ˈtʃɜɹnɪŋ,churning
qhurqhgoer,ˈtʃɜɹtʃˌɡoʊəɹ,churchgoer
qhurqhgoers,ˈtʃɜɹtʃˌɡoʊəɹz,churchgoers
qhurqhgoing,ˈtʃɜɹtʃˌɡoʊɪŋ,churchgoing
qhurqhman,ˈtʃɜɹtʃmən,churchman
qhurqhmen,ˈtʃɜɹtʃmən,churchmen
qhurqhyard,ˈtʃɜɹtʃˌjɑɹd,churchyard
qhutney,ˈtʃʌtniː,chutney
qhuwder,ˈtʃaʊdəɹ,chowder
qhyldbaering,ˈtʃaɪldˌbɛɹɪŋ,childbearing
qhyldbirth,ˈtʃaɪldˌbɜɹθ,childbirth
qhyldhood,ˈtʃaɪldˌhʊd,childhood
qhyldhoods,ˈtʃaɪldˌhʊdz,childhoods
qhyldish,ˈtʃaɪldɪʃ,childish
qhyldless,ˈtʃaɪldləs,childless
qhyldlike,ˈtʃaɪldˌlaɪk,childlike
qualitativ,ˈkwɑləˌteɪtɪv,qualitative
qualitativly,ˌkwɑləˈteɪtɪvliː,qualitatively
quantitativ,ˈkwɑntɪˌteɪtɪv,quantitative
quantitativly,ˌkwɑntɪˈteɪtəvliː,quantitatively
quarrelsom,ˈkwɔɹəlsəm,quarrelsome
quenqher,ˈkwɛntʃəɹ,quencher
quenqhers,ˈkwɛntʃəɹz,quenchers
quenqhing,ˈkwɛntʃɪŋ,quenching
racqet,ˈɹækɪt,racquet
racqetball,ˈɹækətˌbɔl,racquetball
racqets,ˈɹækɪts,racquets
radioactiv,ˌɹeɪdiːoʊˈæktɪv,radioactive
ranqher,ˈɹæntʃəɹ,rancher
ranqhero,ɹɑnˈtʃɛɹoʊ,ranchero
ranqhers,ˈɹæntʃəɹz,ranchers
ranqhing,ˈɹæntʃɪŋ,ranching
ranqho,ˈɹæntʃoʊ,rancho
raunqhy,ˈɹɔntʃiː,raunchy
reactiv,ɹiːˈæktɪv,reactive
reaqhable,ˈɹiːtʃəbəl,reachable
reaqhing,ˈɹiːtʃɪŋ,reaching
reattaqh,ˈɹiːəˌtætʃ,reattach
rebild,ɹiːˈbɪld,rebuild
rebilder,ɹiːˈbɪldəɹ,rebuilder
rebilders,ɹiːˈbɪldəɹz,rebuilders
rebilding,ɹiːˈbɪldɪŋ,rebuilding
rebilt,ɹiːˈbɪlt,rebuilt
rebroddcast,ɹiːˈbɹɔdˌkæst,rebroadcast
receet,ɹɪˈsiːt,receipt
receets,ɹɪˈsiːts,receipts
receev,ɹəˈsiːv,receive
receevable,ɹɪˈsiːvəbəl,receivable
receevables,ɹɪˈsiːvəbəlz,receivables
receever,ɹəˈsiːvəɹ,receiver
receevers,ɹəˈsiːvəɹz,receivers
receevership,ɹɪˈsiːvəɹˌʃɪp,receivership
receeverships,ɹɪˈsiːvəɹˌʃɪps,receiverships
receeving,ɹəˈsiːvɪŋ,receiving
receptiv,ɹɪˈsɛptɪv,receptive
recessiv,ɹəˈsɛsɪv,recessive
recipee,ˈɹɛsəpiː,recipe
recipees,ˈɹɛsəpiːz,recipes
recitativs,ˌɹɛsətəˈtiːvz,recitatives
reclusiv,ɹɪˈkluːsɪv,reclusive
reconqer,ɹiːˈkɔŋkəɹ,reconquer
reconstructiv,ˌɹiːkənˈstɹʌktɪv,reconstructive
recorse,ˈɹiːkɔɹs,recourse
recruht,ɹəˈkɹuːt,recruit
recruhted,ɹɪˈkɹuːtɪd,recruited
recruhter,ɹɪˈkɹuːtəɹ,recruiter
recruhters,ɹɪˈkɹuːtəɹz,recruiters
recruhting,ɹəˈkɹuːtɪŋ,recruiting
recruhtment,ɹəˈkɹuːtmənt,recruitment
recuperativ,ɹɪˈkuːpəɹətɪv,recuperative
reddied,ˈɹɛdiːd,readied
reddier,ˈɹɛdiːəɹ,readier
reddily,ˈɹɛdəliː,readily
reddiness,ˈɹɛdiːnəs,readiness
reddy,ˈɹɛdiː,ready
reddying,ˈɹɛdiːɪŋ,readying
redemptiv,ɹɪˈdɛmptɪv,redemptive
redhedd,ˈɹɛdˌhɛd,redhead
redhedded,ˈɹɛdˌhɛdɪd,redheaded
redhedds,ˈɹɛdˌhɛdz,redheads
redistributiv,ɹiːdɪˈstɹɪbjuːtɪv,redistributive
rediye,ˈɹɛdaɪ,redeye
rediyes,ˈɹɛdaɪz,redeyes
redout,ɹəˈdaʊt,redoubt
redoutable,ɹəˈdaʊtəbəl,redoubtable
redu,ɹiːˈduː,redo
redubble,ɹiːˈdʌbəl,redouble
redubbled,ɹiːˈdʌbəld,redoubled
redubbling,ɹiːˈdʌbəlɪŋ,redoubling
reduing,ɹiːˈduːɪŋ,redoing
redun,ɹiːˈdʌn,redone
reexamin,ɹiːɛɡˈzæmən,reexamine
reflectiv,ɹɪˈflɛktɪv,reflective
reflexiv,ɹəˈflɛksɪv,reflexive
reflexivly,ɹiːˈflɛksɪvliː,reflexively
refractiv,ɹəˈfɹæktɪv,refractive
refuzal,ɹəˈfjuːzəl,refusal
refuzals,ɹɪˈfjuːzəlz,refusals
refuzed,ɹəˈfjuːzd,refused
refuzenik,ɹɪˈfjuːznɪk,refusenik
refuzeniks,ɹɪˈfjuːznɪks,refuseniks
refuzing,ɹəˈfjuːzɪŋ,refusing
regressiv,ɹəˈɡɹɛsɪv,regressive
regulativ,ˈɹɛɡjəˌleɪtɪv,regulative
rehabilitativ,ˌɹiːhəˈbɪləˌteɪtɪv,rehabilitative
rehersal,ɹɪˈhɜɹsəl,rehearsal
rehersals,ɹɪˈhɜɹsəlz,rehearsals
reherse,ɹiːˈhɜɹs,rehearse
rehersing,ɹɪˈhɜɹsɪŋ,rehearsing
relativ,ˈɹɛlətɪv,relative
relativly,ˈɹɛlətɪvliː,relatively
relativs,ˈɹɛlətɪvz,relatives
relaunqh,ɹiːˈlɔntʃ,relaunch
relern,ɹiːˈlɛɹn,relearn
relerning,ɹiːˈlɛɹnɪŋ,relearning
reliev,ɹɪˈliːv,relieve
reliv,ɹiːˈlɪv,relive
remoov,ɹiːˈmuːv,remove
remoovable,ɹɪˈmuːvəbəl,removable
remooval,ɹɪˈmuːvəl,removal
remoovals,ɹɪˈmuːvəlz,removals
remoover,ɹɪˈmuːvəɹ,remover
remooving,ɹiːˈmuːvɪŋ,removing
remunerativ,ɹiːˈmjuːnəɹətɪv,remunerative
remynd,ɹiːˈmaɪnd,remind
remynded,ɹiːˈmaɪndəd,reminded
remynder,ɹiːˈmaɪndəɹ,reminder
remynders,ɹiːˈmaɪndəɹz,reminders
remynding,ɹiːˈmaɪndɪŋ,reminding
reneg,ɹɪˈnɪɡ,renege
renunciat,ɹɪˈnʌnsiːˌeɪt,renunciate
renuwn,ɹɪˈnaʊn,renown
repetitiv,ɹɪˈpɛtɪtɪv,repetitive
representativ,ˌɹɛpɹəˈzɛntətɪv,representative
representativs,ˌɹɛpɹəˈzɛntətɪvz,representatives
repressiv,ɹiːˈpɹɛsɪv,repressive
repriev,ɹiːˈpɹiːv,reprieve
reproaqh,ɹiːˈpɹoʊtʃ,reproach
reproductiv,ˌɹiːpɹəˈdʌktɪv,reproductive
repulsiv,ɹiːˈpʌlsɪv,repulsive
repurqhas,ɹiːˈpɜɹtʃəs,repurchase
repurqhasing,ɹiːˈpɜɹtʃəsɪŋ,repurchasing
reqharge,ɹiːˈtʃɑɹdʒ,recharge
reqhargeable,ɹiːˈtʃɑɹdʒəbəl,rechargeable
reqharging,ɹiːˈtʃɑɹdʒɪŋ,recharging
reqheck,ˈɹiːˌtʃɛk,recheck
requisit,ˈɹɛkwəzət,requisite
requisits,ˈɹɛkwəzəts,requisites
reserqh,ɹiːˈsɜɹtʃ,research
reserqher,ˈɹiːsəɹtʃəɹ,researcher
reserqhers,ˈɹiːsəɹtʃəɹz,researchers
reserqhing,ɹiːˈsɜɹtʃɪŋ,researching
reserv,ɹɪˈzɜɹv,reserve
resistivness,ˌɹɪˈzɪˌstɪvnəs,resistiveness
resolv,ɹiːˈzɑlv,resolve
resorce,ˈɹiːsɔɹs,resource
resorceful,ɹiːˈsɔɹsfəl,resourceful
resorcefulness,ɹiːˈsɔɹsfəlnəs,resourcefulness
respectiv,ɹɪˈspɛktɪv,respective
respectivly,ɹɪˈspɛktɪvliː,respectively
respit,ˈɹɛspɪt,respite
responsiv,ɹɪˈspɑnsɪv,responsive
responsivness,ɹɪˈspɑnsɪvnəs,responsiveness
restiv,ˈɹɛstɪv,restive
restivness,ˈɹɛstɪvnəs,restiveness
restorativ,ɹəˈstɔɹətɪv,restorative
restrictiv,ɹiːˈstɹɪktɪv,restrictive
restrictivness,ɹəˈstɹɪktɪvnəs,restrictiveness
rethoht,ɹiːˈθɔt,rethought
retredd,ɹiːˈtɹɛd,retread
retredding,ɹiːˈtɹɛdɪŋ,retreading
retrenqh,ɹiːˈtɹɛntʃ,retrench
retrenqhing,ɹiːˈtɹɛntʃɪŋ,retrenching
retrenqhment,ɹiːˈtɹɛntʃmənt,retrenchment
retrenqhments,ɹiːˈtɹɛntʃmənts,retrenchments
retriev,ɹɪˈtɹiːv,retrieve
retroactiv,ˌɹɛtɹoʊˈæktɪv,retroactive
retroactivly,ˌɹɛtɹoʊˈæktɪvliː,retroactively
retrospectiv,ˌɹɛtɹəˈspɛktɪv,retrospective
retrospectivly,ˌɹɛtɹoʊˈspɛktɪvliː,retrospectively
retuqhing,ɹiːˈtʌtʃɪŋ,retouching
reuzed,ɹiːˈuːzd,reused
reuzing,ɹiːˈjuːzɪŋ,reusing
revolv,ɹiːˈvɑlv,revolve
rewynd,ˈɹiːwaɪnd,rewind
rihted,ˈɹaɪtɪd,righted
rihteous,ˈɹaɪtʃəs,righteous
rihteously,ˈɹaɪtʃəsliː,righteously
rihteousness,ˈɹaɪtʃəsnəs,righteousness
rihter,ˈɹaɪtəɹ,righter
rihtful,ˈɹaɪtfəl,rightful
rihtfully,ˈɹaɪtfəliː,rightfully
rihthanded,ɹaɪtˈhændɪd,righthanded
rihtist,ˈɹaɪtɪst,rightist
rihtists,ˈɹaɪtɪsts,rightists
rihtly,ˈɹaɪtliː,rightly
rihtness,ˈɹaɪtnəs,rightness
rihto,ˈɹaɪtoʊ,righto
rihtward,ˈɹaɪtwəɹd,rightward
rihty,ˈɹaɪtiː,righty
riqher,ˈɹɪtʃəɹ,richer
riqhes,ˈɹɪtʃəz,riches
riqhest,ˈɹɪtʃəst,richest
riqhly,ˈɹɪtʃliː,richly
riqhness,ˈɹɪtʃnəs,richness
risqeh,ˌɹɪˈskeɪ,risque
romanesq,ˌɹoʊməˈnɛsk,romanesque
roseat,ˈɹoʊziːət,roseate
roundhedd,ˈɹaʊndˌhɛd,roundhead
ruffer,ˈɹʌfəɹ,rougher
ruffest,ˈɹʌfəst,roughest
ruffing,ˈɹʌfɪŋ,roughing
ruffly,ˈɹʌfliː,roughly
ruffneck,ˈɹʌfˌnɛk,roughneck
ruffnecks,ˈɹʌfˌnɛks,roughnecks
ruffness,ˈɹʌfnəs,roughness
ruffshod,ˈɹʌfˌʃɑd,roughshod
runduwn,ˈɹʌnˌdaʊn,rundown
ruwdies,ˈɹaʊdiːz,rowdies
ruwdiness,ˈɹaʊdiːnəs,rowdiness
ruwdy,ˈɹaʊdiː,rowdy
ruwen,ˈɹoʊən,rowen
safegard,ˈseɪfˌɡɑɹd,safeguard
safegarded,ˈseɪfˌɡɑɹdɪd,safeguarded
safegarding,ˈseɪfˌɡɑɹdɪŋ,safeguarding
salespeeple,ˈseɪlzˌpiːpəl,salespeople
saleswimen,ˈseɪlzˌwɪmən,saleswomen
sandwiqh,ˈsændwɪtʃ,sandwich
sanguin,ˈsæŋɡwɪn,sanguine
sargent,ˈsɑɹdʒənt,sergeant
sargents,ˈsɑɹdʒənts,sergeants
sauteh,sɔˈteɪ,saute
scaramouqh,ˈskæɹəˌmaʊtʃ,scaramouch
schoolqhildren,ˈskuːlˌtʃɪldɹən,schoolchildren
schoolqhyld,ˈskuːlˌtʃaɪld,schoolchild
schoolteaqher,ˈskuːlˌtiːtʃəɹ,schoolteacher
schoolteaqhers,ˈskuːlˌtiːtʃəɹz,schoolteachers
scooner,ˈskuːnəɹ,schooner
scooners,ˈskuːnəɹz,schooners
scorqher,ˈskɔɹtʃəɹ,scorcher
scorqhing,ˈskɔɹtʃɪŋ,scorching
screeqhing,ˈskɹiːtʃɪŋ,screeching
scurging,ˈskɜɹdʒɪŋ,scourging
scuwling,ˈskaʊlɪŋ,scowling
seabeaqh,ˈsiːˌbiːtʃ,seabeach
secretiv,ˈsiːkɹətɪv,secretive
secretivness,ˈsiːkɹətɪvnəs,secretiveness
sedativ,ˈsɛdətɪv,sedative
seductiv,sɪˈdʌktɪv,seductive
seductivly,səˈdʌktɪvliː,seductively
seezer,ˈsaɪsəɹ,seiser
seezing,ˈsiːzɪŋ,seizing
seezure,ˈsiːʒəɹ,seizure
seezures,ˈsiːʒəɹz,seizures
selectiv,səˈlɛktɪv,selective
selectivly,səˈlɛktɪvliː,selectively
senat,ˈsɛnət,senate
sensitiv,ˈsɛnsətɪv,sensitive
sensitivly,ˈsɛnsɪtɪvliː,sensitively
sensitivness,ˈsɛnsətɪvnəs,sensitiveness
separatly,ˈsɛpəɹətliː,separately
separatness,ˈsɛpəɹətnəs,separateness
serqher,ˈsɜɹtʃəɹ,searcher
serqhers,ˈsɜɹtʃəɹz,searchers
serqhing,ˈsɜɹtʃɪŋ,searching
serqhliht,ˈsɜɹtʃˌlaɪt,searchlight
serqhlihts,ˈsɜɹtʃˌlaɪts,searchlights
shakeduwn,ˈʃeɪkˌdaʊn,shakedown
shakeduwns,ˈʃeɪkˌdaʊnz,shakedowns
shampaign,tʃæmˈpeɪn,champaign
shantytuwn,ˈʃæntiːˌtaʊn,shantytown
shantytuwns,ˈʃæntiːˌtaʊnz,shantytowns
shipbilder,ˈʃɪpˌbɪldəɹ,shipbuilder
shipbilders,ˈʃɪpˌbɪldəɹz,shipbuilders
shipbilding,ˈʃɪpˌbɪldɪŋ,shipbuilding
shipbildings,ˈʃɪpˌbɪldɪŋz,shipbuildings
shipwriht,ˈʃɪˌpɹaɪt,shipwright
shipwrihts,ˈʃɪˌpɹaɪts,shipwrights
shirtsleev,ˈʃɜɹtˌsliːv,shirtsleeve
shithedd,ˈʃɪtˌhɛd,shithead
sholder,ˈʃoʊldəɹ,shoulder
sholdering,ˈʃoʊldəɹɪŋ,shouldering
shortqhange,ˌʃɔɹtˈtʃeɪndʒ,shortchange
shortqhanged,ˌʃɔɹtˈtʃeɪndʒd,shortchanged
shortqhanging,ˌʃɔɹtˈtʃeɪndʒɪŋ,shortchanging
shortsihted,ˈʃɔɹtˌsaɪtɪd,shortsighted
shortsihtedness,ˈʃɔɹtˌsaɪtɪdnɪs,shortsightedness
showduwn,ˈʃoʊˌdaʊn,showdown
showduwns,ˈʃoʊˌdaʊnz,showdowns
shuebox,ˈʃoʊbɑks,shoebox
shuehorn,ˈʃuːˌhɔɹn,shoehorn
shuelace,ˈʃuːˌleɪs,shoelace
shuelaces,ˈʃuːˌleɪsəz,shoelaces
shuemaker,ˈʃuːˌmeɪkəɹ,shoemaker
shuemakers,ˈʃuːˌmeɪkəɹz,shoemakers
shueprint,ˈʃuːˌpɹɪnt,shoeprint
shueprints,ˈʃuːˌpɹɪnts,shoeprints
shueshine,ˈʃuːˌʃaɪn,shoeshine
shuestring,ˈʃuːˌstɹɪŋ,shoestring
shutduwn,ˈʃʌtˌdaʊn,shutdown
shutduwns,ˈʃʌtˌdaʊnz,shutdowns
shuwering,ˈʃaʊəɹɪŋ,showering
sidewahk,ˈsaɪˌdwɔk,sidewalk
sidewahks,ˈsaɪˌdwɔks,sidewalks
sidewynder,ˈsaɪˌdwaɪndəɹ,sidewinder
signposte,ˈsaɪnˌpoʊst,signpost
sihing,ˈsaɪɪŋ,sighing
sihted,ˈsaɪtəd,sighted
sihting,ˈsaɪtɪŋ,sighting
sihtings,ˈsaɪtɪŋz,sightings
sihtsee,ˈsaɪtˌsiː,sightsee
sihtseeing,ˈsaɪtˌsiːɪŋ,sightseeing
sihtseer,ˈsaɪtˌsiːəɹ,sightseer
sihtseers,ˈsaɪtˌsiːəɹz,sightseers
siqhuan,ˌsɪtʃˈwɑn,sichuan
siving,ˈsɪvɪŋ,sieving
skinhedd,ˈskɪnˌhɛd,skinhead
skinhedds,ˈskɪnˌhɛdz,skinheads
skyhih,ˈskaɪˌhaɪ,skyhigh
skyliht,ˈskaɪˌlaɪt,skylight
skylihts,ˈskaɪˌlaɪts,skylights
slauhter,ˈslɔtəɹ,slaughter
slauhterhouse,ˈslɔtəɹˌhaʊs,slaughterhouse
slauhterhouses,ˈslɔtəɹˌhaʊsɪz,slaughterhouses
slauhtering,ˈslɔtəɹɪŋ,slaughtering
sleepwaer,ˈsliːpˌwɛɹ,sleepwear
sleepwahk,ˈsliːpˌwɔk,sleepwalk
sleepwahker,ˈsliːpˌwɔkəɹ,sleepwalker
sleepwahkers,ˈsliːpˌwɔkəɹz,sleepwalkers
sleepwahking,ˈsliːpˌwɔkɪŋ,sleepwalking
sleevless,ˈsliːvlɪs,sleeveless
slihted,ˈslaɪtɪd,slighted
slihtest,ˈslaɪtəst,slightest
slihting,ˈslaɪtɪŋ,slighting
slihtly,ˈslaɪtliː,slightly
slouqhing,ˈslaʊtʃɪŋ,slouching
slowduwn,ˈsloʊˌdaʊn,slowdown
slowduwns,ˈsloʊˌdaʊnz,slowdowns
slucing,ˈsluːsɪŋ,sluicing
smoothely,ˈsmuːðliː,smoothly
smootheness,ˈsmuːðnəs,smoothness
snowpluw,ˈsnoʊˌplaʊ,snowplow
snowshue,ˈsnoʊˌʃuː,snowshoe
sobriqeh,ˈsoʊbɹəˌkeɪ,sobriquet
sohing,ˈsoʊɪŋ,sewing
sohlful,ˈsoʊlfəl,soulful
sohlless,ˈsoʊlləs,soulless
sojurn,ˈsoʊdʒəɹn,sojourn
sojurner,ˈsoʊdʒəɹnəɹ,sojourner
sojurners,ˈsoʊdʒəɹnəɹz,sojourners
sojurning,ˈsoʊdʒəɹnɪŋ,sojourning
sombody,ˈsʌmˌbɑdiː,somebody
somday,ˈsʌmˌdeɪ,someday
somhuw,ˈsʌmˌhaʊ,somehow
somplace,ˈsʌmˌpleɪs,someplace
somthing,ˈsʌmθɪŋ,something
somthings,ˈsʌmˌθɪŋz,somethings
somtime,ˈsʌmˌtaɪm,sometime
somtimes,səmˈtaɪmz,sometimes
somwhat,ˈsʌmˌwʌt,somewhat
somwhere,ˈsʌmˌwɛɹ,somewhere
somwheres,ˈsʌmˌwɛɹz,somewheres
somwun,ˈsʌmˌwʌn,someone
sorcebook,ˈsɔɹsˌbʊk,sourcebook
sorcing,ˈsɔɹsɪŋ,sourcing
sordfish,ˈsɔɹdˌfɪʃ,swordfish
sordlike,ˈsɔɹdˌlaɪk,swordlike
sordplay,ˈsɔɹdˌpleɪ,swordplay
sordplays,ˈsɔɹdˌpleɪz,swordplays
spacesuht,ˈspeɪˌsuːt,spacesuit
spacesuhts,ˈspeɪˌsuːts,spacesuits
spacewahk,ˈspeɪˌswɑk,spacewalk
spacewahking,ˈspeɪˌswɑkɪŋ,spacewalking
spearhedd,ˈspɪɹˌhɛd,spearhead
spearhedded,ˈspɪɹˌhɛdɪd,spearheaded
spearhedding,ˈspɪɹˌhɛdɪŋ,spearheading
speculativ,ˈspɛkjələtɪv,speculative
speeqhes,ˈspiːtʃəz,speeches
speeqhify,ˈspiːtʃəˌfaɪ,speechify
speeqhifying,ˈspiːtʃəˌfaɪɪŋ,speechifying
speeqhless,ˈspiːtʃləs,speechless
speeqhwriter,ˈspiːtʃˌɹaɪtəɹ,speechwriter
speeqhwriters,ˈspiːtʃˌɹaɪtəɹz,speechwriters
spellbynding,ˈspɛlˌbaɪndɪŋ,spellbinding
spinaqh,ˈspɪnətʃ,spinach
spokespeeple,ˈspoʊkˌspiːpəl,spokespeople
spokeswimen,ˈspoʊkˌswɪmən,spokeswomen
sportswaer,ˈspɔɹtˌswɛɹ,sportswear
spotliht,ˈspɑtˌlaɪt,spotlight
spotlihted,ˈspɑtˌlaɪtɪd,spotlighted
spotlihting,ˈspɑtˌlaɪtɪŋ,spotlighting
spredder,ˈspɹɛdəɹ,spreader
spredding,ˈspɹɛdɪŋ,spreading
spreddsheet,ˈspɹɛdˌʃiːt,spreadsheet
spreddsheets,ˈspɹɛdˌʃiːts,spreadsheets
sprihtly,ˈspɹaɪtliː,sprightly
squelqhing,ˈskwɛltʃɪŋ,squelching
staekhouse,ˈsteɪkˌhaʊs,steakhouse
staekhouses,ˈsteɪkˌhaʊsɪz,steakhouses
stagecoaqh,ˈsteɪdʒˌkoʊtʃ,stagecoach
stahker,ˈstɔkəɹ,stalker
stahkers,ˈstɔkəɹz,stalkers
stahking,ˈstɔkɪŋ,stalking
stahky,ˈstɔkiː,stalky
stalion,ˈstæljən,stallion
stalions,ˈstæljənz,stallions
stanqhing,ˈstæntʃɪŋ,stanching
starliht,ˈstɑɹˌlaɪt,starlight
starqhy,ˈstɑɹtʃiː,starchy
statuesq,ˌstætʃuːˈɛsk,statuesque
staunqhest,ˈstɔntʃəst,staunchest
staunqhly,ˈstɔntʃliː,staunchly
steddfast,ˈstɛdˌfæst,steadfast
steddfastly,ˈstɛdˌfæstliː,steadfastly
steddfastness,ˈstɛdˌfæstnəs,steadfastness
steddied,ˈstɛdiːd,steadied
steddier,ˈstɛdiːəɹ,steadier
steddily,ˈstɛdəliː,steadily
steddiness,ˈstɛdiːnɪs,steadiness
steddy,ˈstɛdiː,steady
steelhedd,ˈstiːlˌhɛd,steelhead
steepleqhase,ˈstiːpəlˌtʃeɪs,steeplechase
stelthier,ˈstɛlθiːəɹ,stealthier
stelthiest,ˈstɛlθiːəst,stealthiest
stelthy,ˈstɛlθiː,stealthy
stepdauhter,ˈstɛpˌdɔtəɹ,stepdaughter
stepdauhters,ˈstɛpˌdɔtəɹz,stepdaughters
stepqhildren,ˈstɛpˌtʃɪldɹən,stepchildren
stepqhyld,ˈstɛpˌtʃaɪld,stepchild
sternposte,ˈstɜɹnˌpoʊst,sternpost
sternpostes,ˈstɜɹnˌpoʊsts,sternposts
sticktiht,ˈstɪkˌtaɪt,sticktight
sticktihts,ˈstɪkˌtaɪts,sticktights
stimulativ,ˈstɪmjəˌleɪtɪv,stimulative
stopliht,ˈstɑˌplaɪt,stoplight
stoplihts,ˈstɑˌplaɪts,stoplights
straihtaway,ˈstɹeɪtəˌweɪ,straightaway
straihtedge,ˈstɹeɪˌtɛdʒ,straightedge
straihten,ˈstɹeɪtən,straighten
straihtening,ˈstɹeɪtənɪŋ,straightening
straihter,ˈstɹeɪtəɹ,straighter
straihtforward,ˈstɹeɪtˌfɔɹwəɹd,straightforward
straihtforwardly,ˌstɹeɪtˈfɔɹwəɹdliː,straightforwardly
strikebraeker,ˈstɹaɪkˌbɹeɪkəɹ,strikebreaker
strikebraekers,ˈstɹaɪkˌbɹeɪkəɹz,strikebreakers
sturjen,ˈstɜɹdʒən,sturgeon
sturjens,ˈstɜɹdʒənz,sturgeons
subjectiv,səbˈdʒɛktɪv,subjective
submissiv,səbˈmɪsɪv,submissive
subqhapter,ˈsʌbˌtʃæptəɹ,subchapter
substantiv,ˈsʌbstəntɪv,substantive
substantivly,ˈsʌbstəntɪvliː,substantively
subversiv,səbˈvɜɹsɪv,subversive
subversivs,səbˈvɜɹsɪvz,subversives
successiv,səkˈsɛsɪv,successive
successivly,səkˈsɛsɪvliː,successively
suffuze,səˈfjuːz,suffuse
suffuzed,səˈfjuːzd,suffused
suffuzing,səˈfjuːzɪŋ,suffusing
suggestiv,səɡˈdʒɛstɪv,suggestive
suggestivness,səɡˈdʒɛstɪvnəs,suggestiveness
suhtability,ˌsuːtəˈbɪlɪtiː,suitability
suhtable,ˈsuːtəbəl,suitable
suhtably,ˈsuːtəbliː,suitably
suhtcase,ˈsuːtˌkeɪs,suitcase
suhtcases,ˈsuːtˌkeɪsɪz,suitcases
suhted,ˈsuːtəd,suited
suhter,ˈsuːtəɹ,suiter
suhting,ˈsuːtɪŋ,suiting
suhtor,ˈsuːtəɹ,suitor
suhtors,ˈsuːtəɹz,suitors
sunduwn,ˈsʌnˌdaʊn,sundown
sunfluwer,ˈsʌnˌflaʊəɹ,sunflower
sunfluwers,ˈsʌnˌflaʊəɹz,sunflowers
sunliht,ˈsʌnˌlaɪt,sunlight
superconductiv,suːpəɹkənˈdʌktɪv,superconductive
superhihway,ˌsuːpəɹˈhaɪˌweɪ,superhighway
superhihways,ˌsuːpəɹˈhaɪˌweɪz,superhighways
superlativ,sʊˈpɜɹlətɪv,superlative
superlativs,sʊˈpɜɹlətɪvz,superlatives
superpuwer,ˌsuːpəɹˈpaʊəɹ,superpower
superpuwers,ˌsuːpəɹˈpaʊəɹz,superpowers
superqharge,ˌsuːpəɹˈtʃɑɹdʒ,supercharge
superqharged,ˌsuːpəɹˈtʃɑɹdʒd,supercharged
superwimen,ˈsuːpəɹˌwɪmɪn,superwomen
supportiv,səˈpɔɹtɪv,supportive
surfet,ˈsɜɹfət,surfeit
surjen,ˈsɜɹdʒən,surgeon
surjens,ˈsɜɹdʒənz,surgeons
surqharge,səɹˈtʃɑɹdʒ,surcharge
suter,ˈsuːtəɹ,souter
sutherly,ˈsʌðəɹliː,southerly
suthern,ˈsʌðəɹn,southern
sutherner,ˈsʌðəɹnəɹ,southerner
sutherners,ˈsʌðəɹnəɹz,southerners
suthernmoste,ˈsʌðəɹnˌmoʊst,southernmost
suttle,ˈsʌtəl,subtle
suttler,ˈsʌtələɹ,subtler
suttleties,ˈsʌtəltiːz,subtleties
suttlety,ˈsʌtəltiː,subtlety
suttly,ˈsʌtəliː,subtly
swaering,ˈswɛɹɪŋ,swearing
sweethart,ˈswiːtˌhɑɹt,sweetheart
sweetharts,ˈswiːtˌhɑɹts,sweethearts
swetted,ˈswɛtɪd,sweated
swetter,ˈswɛtəɹ,sweater
swetters,ˈswɛtəɹz,sweaters
swetting,ˈswɛtɪŋ,sweating
swettpants,ˈswɛtˌpænts,sweatpants
swettshirt,ˈswɛtˌʃɜɹt,sweatshirt
swettshirts,ˈswɛtˌʃɜɹts,sweatshirts
swettshop,ˈswɛtˌʃɑp,sweatshop
swettshops,ˈswɛtˌʃɑps,sweatshops
swettsuht,ˈswɛtˌsuːt,sweatsuit
swetty,ˈswɛtiː,sweaty
swimsuht,ˈswɪmˌsuːt,swimsuit
swimsuhts,ˈswɪmˌsuːts,swimsuits
swimwaer,ˈswɪmˌwɛɹ,swimwear
tahkable,ˈtɔkəbəl,talkable
tahkativ,ˈtɔkətɪv,talkative
tahker,ˈtɔkəɹ,talker
tahkers,ˈtɔkəɹz,talkers
